latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
50.44793,3.00667,321.15,1.47,1.2,2025-07-01,1011,Terra,MODIS,67,6.1NRT,303.62,15.17,D
49.94954,2.22162,320.04,1.4,1.17,2025-07-01,1013,Terra,MODIS,68,6.1NRT,304.56,14.51,D
44.72752,-0.8171,323.74,1.33,1.14,2025-07-01,1013,Terra,MODIS,74,6.1NRT,306.33,21.3,D
48.82683,2.71884,318.18,1.57,1.24,2025-07-01,1013,Terra,MODIS,37,6.1NRT,305.41,15.34,D
44.71225,-0.73644,319.89,1.35,1.15,2025-07-01,1013,Terra,MODIS,43,6.1NRT,305.26,14.27,D
44.72448,-0.80102,315.22,1.34,1.15,2025-07-01,1013,Terra,MODIS,30,6.1NRT,303.08,8.59,D
49.23432,1.18028,315.72,1.31,1.14,2025-07-01,1013,Terra,MODIS,11,6.1NRT,303.24,9.03,D
42.58474,2.95649,324.27,1.01,1,2025-07-01,1359,Aqua,MODIS,54,6.1NRT,310.47,5.86,D
44.00923,4.7482,339.67,1.04,1.02,2025-07-01,1359,Aqua,MODIS,76,6.1NRT,317.18,25.79,D
44.00757,4.73568,352.65,1.04,1.02,2025-07-01,1359,Aqua,MODIS,83,6.1NRT,319.96,52.62,D
43.6002,1.20996,324.55,1.07,1.03,2025-07-01,1359,Aqua,MODIS,46,6.1NRT,309.78,9.98,D
46.63271,0.67589,325.34,1.03,1.01,2025-07-01,1359,Aqua,MODIS,62,6.1NRT,311.6,7.38,D
49.75492,1.52992,317.97,1,1,2025-07-01,1401,Aqua,MODIS,57,6.1NRT,303.21,7.23,D
49.11991,-0.25477,321.86,1.03,1.01,2025-07-01,1401,Aqua,MODIS,70,6.1NRT,301.34,9.71,D
51.03976,2.28672,300.8,1.13,1.06,2025-07-02,0332,Aqua,MODIS,34,6.1NRT,289.91,4.94,N
46.71065,3.62488,316.53,3.62,1.78,2025-07-02,1301,Aqua,MODIS,31,6.1NRT,300.05,29.43,D
46.71587,3.62609,318.58,3.62,1.78,2025-07-02,1301,Aqua,MODIS,56,6.1NRT,302.74,38.83,D
47.19653,5.73495,306.52,1,1,2025-07-02,2021,Terra,MODIS,68,6.1NRT,294.42,4.78,N
43.45276,4.90762,304.4,1.54,1.22,2025-07-03,0234,Aqua,MODIS,45,6.1NRT,292.22,9.04,N
50.44851,3.00337,311.07,1.03,1.01,2025-07-03,0954,Terra,MODIS,47,6.1NRT,297.55,5.58,D
49.23891,6.22696,316.13,1.34,1.15,2025-07-03,0954,Terra,MODIS,70,6.1NRT,302.94,13.96,D
49.17022,5.98245,311.94,1.32,1.14,2025-07-03,0954,Terra,MODIS,53,6.1NRT,300.43,8.97,D
47.7225,1.50852,314.99,1.02,1.01,2025-07-03,0954,Terra,MODIS,60,6.1NRT,303.17,5.92,D
43.45029,3.50638,319.86,4.68,1.98,2025-07-04,1034,Terra,MODIS,70,6.1NRT,294.61,87.85,D
43.45073,3.51455,315.75,4.68,1.98,2025-07-04,1034,Terra,MODIS,65,6.1NRT,294.26,50.83,D
43.44481,3.49141,328.83,1.33,1.14,2025-07-04,1416,Aqua,MODIS,75,6.1NRT,307.01,17.84,D
51.04166,2.28953,305.93,1.51,1.21,2025-07-04,2004,Terra,MODIS,66,6.1NRT,289.14,14.11,N
