latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
43.02387,3.03073,299.63,0.38,0.36,2024-01-18,0143,N21,VIIRS,n,2.0NRT,280.73,0.85,N
42.10165,9.41317,329.15,0.33,0.55,2024-01-18,1127,N21,VIIRS,n,2.0NRT,290.92,3.94,D
42.10266,9.4169,326.45,0.33,0.55,2024-01-18,1127,N21,VIIRS,n,2.0NRT,291.3,4.04,D
51.04525,2.29887,329.09,0.37,0.58,2024-01-18,1129,N21,VIIRS,n,2.0NRT,276.88,4.58,D
51.04442,2.29571,331.13,0.37,0.58,2024-01-18,1129,N21,VIIRS,n,2.0NRT,277.92,3.43,D
43.21738,-0.04745,345.07,0.48,0.4,2024-01-18,1308,N21,VIIRS,n,2.0NRT,290.64,20.42,D
43.22101,-0.04821,331,0.48,0.4,2024-01-18,1308,N21,VIIRS,n,2.0NRT,288.67,9.28,D
43.22127,-0.04763,334.67,0.48,0.4,2024-01-18,1308,N21,VIIRS,n,2.0NRT,288.26,9.25,D
42.67073,2.46123,328.18,0.4,0.44,2024-01-18,1308,N21,VIIRS,n,2.0NRT,291.05,5.57,D
43.21763,-0.04688,344.22,0.48,0.4,2024-01-18,1308,N21,VIIRS,n,2.0NRT,290.09,9.25,D
42.67029,2.45654,337.38,0.4,0.44,2024-01-18,1308,N21,VIIRS,n,2.0NRT,290.12,5.57,D
51.0431,2.2952,341.26,0.41,0.45,2024-01-19,0124,N21,VIIRS,n,2.0NRT,279.03,8.74,N
51.04263,2.30111,295.89,0.41,0.45,2024-01-19,0124,N21,VIIRS,n,2.0NRT,273.54,2.11,N
51.02849,2.26814,302.12,0.42,0.45,2024-01-19,0124,N21,VIIRS,n,2.0NRT,272.66,1.38,N
49.47508,0.53316,301.61,0.47,0.48,2024-01-19,0124,N21,VIIRS,n,2.0NRT,270.87,1.19,N
50.69785,2.1118,298.3,0.42,0.45,2024-01-19,0124,N21,VIIRS,n,2.0NRT,269.36,0.81,N
51.03532,2.2876,307.91,0.41,0.45,2024-01-19,0124,N21,VIIRS,n,2.0NRT,273.37,1.78,N
51.02802,2.27406,299.53,0.42,0.45,2024-01-19,0124,N21,VIIRS,n,2.0NRT,270.86,1.33,N
43.79321,7.37176,310.65,0.39,0.36,2024-01-19,0126,N21,VIIRS,n,2.0NRT,281.99,1.32,N
43.44453,4.89955,303.37,0.42,0.38,2024-01-19,0126,N21,VIIRS,n,2.0NRT,277.3,1.27,N
43.44861,4.89527,320.17,0.42,0.38,2024-01-19,0126,N21,VIIRS,n,2.0NRT,277.51,1.3,N
43.44586,4.8893,296.8,0.42,0.38,2024-01-19,0126,N21,VIIRS,n,2.0NRT,275.9,1.3,N
49.47719,0.53734,298.2,0.41,0.61,2024-01-19,0304,N21,VIIRS,n,2.0NRT,268.77,0.9,N
51.04493,2.30101,309.75,0.43,0.62,2024-01-19,0304,N21,VIIRS,n,2.0NRT,273.42,2.59,N
51.04667,2.29561,317.91,0.43,0.62,2024-01-19,0304,N21,VIIRS,n,2.0NRT,274.17,2.59,N
51.03661,2.28719,297.56,0.43,0.62,2024-01-19,0304,N21,VIIRS,n,2.0NRT,273.26,2.41,N
51.02829,2.2734,296.78,0.43,0.62,2024-01-19,0304,N21,VIIRS,n,2.0NRT,271.86,1.05,N
51.0368,2.29,337.2,0.48,0.4,2024-01-19,1253,N21,VIIRS,n,2.0NRT,281.06,6.44,D
51.0448,2.29479,330.61,0.48,0.4,2024-01-19,1253,N21,VIIRS,n,2.0NRT,282.3,4.82,D
