latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
41.81824,9.28434,316.51,0.54,0.68,2025-07-01,0018,N20,VIIRS,n,2.0NRT,293.61,2.83,N
41.82148,9.28574,305.82,0.54,0.68,2025-07-01,0018,N20,VIIRS,n,2.0NRT,293,2.05,N
41.81519,9.28553,312.39,0.54,0.68,2025-07-01,0018,N20,VIIRS,n,2.0NRT,293.35,2.05,N
41.80888,9.28558,309.79,0.54,0.68,2025-07-01,0018,N20,VIIRS,n,2.0NRT,292.97,2.43,N
51.03605,2.28196,327.48,0.39,0.36,2025-07-01,0156,N20,VIIRS,n,2.0NRT,295.42,2.27,N
51.03365,2.2525,304.44,0.39,0.36,2025-07-01,0156,N20,VIIRS,n,2.0NRT,294.11,0.73,N
51.02712,2.27282,329.73,0.39,0.36,2025-07-01,0156,N20,VIIRS,n,2.0NRT,295.69,4.87,N
50.9708,1.89563,305.41,0.39,0.36,2025-07-01,0156,N20,VIIRS,n,2.0NRT,292.93,0.77,N
50.69804,2.11437,315.8,0.39,0.36,2025-07-01,0156,N20,VIIRS,n,2.0NRT,294.02,1.38,N
50.4679,1.8441,301.54,0.39,0.36,2025-07-01,0156,N20,VIIRS,n,2.0NRT,290.93,0.22,N
48.6124,6.11089,305.47,0.44,0.39,2025-07-01,0156,N20,VIIRS,n,2.0NRT,292.35,1.11,N
48.61125,6.11672,303.59,0.44,0.39,2025-07-01,0156,N20,VIIRS,n,2.0NRT,292.87,1.5,N
48.56379,6.11366,302.5,0.45,0.39,2025-07-01,0156,N20,VIIRS,n,2.0NRT,290.8,0.49,N
49.47696,0.53371,310.01,0.39,0.36,2025-07-01,0156,N20,VIIRS,n,2.0NRT,294.39,1.2,N
48.77018,4.56228,306.52,0.41,0.37,2025-07-01,0156,N20,VIIRS,n,2.0NRT,294.1,0.88,N
51.04742,2.29776,306.24,0.39,0.36,2025-07-01,0156,N20,VIIRS,n,2.0NRT,293.53,1.39,N
48.2556,-1.8707,300.44,0.43,0.38,2025-07-01,0156,N20,VIIRS,n,2.0NRT,288.11,0.39,N
