latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
51.48702,6.70423,304.56,1.05,1.02,2025-07-01,0251,Aqua,MODIS,50,6.1NRT,291.96,6.5,N
51.48508,6.71877,309.23,1.04,1.02,2025-07-01,0251,Aqua,MODIS,77,6.1NRT,293.09,9.67,N
51.36542,6.71707,303.07,1.04,1.02,2025-07-01,0251,Aqua,MODIS,53,6.1NRT,292.27,6.3,N
53.13877,8.68135,302.72,1.01,1,2025-07-01,0251,Aqua,MODIS,51,6.1NRT,288.12,7.16,N
52.16168,10.40784,306.75,1.02,1.01,2025-07-01,0251,Aqua,MODIS,69,6.1NRT,288.92,9.41,N
52.15302,10.40413,305.92,1.02,1.01,2025-07-01,0251,Aqua,MODIS,66,6.1NRT,287.55,8.97,N
52.14891,10.41056,318,2.55,1.54,2025-07-01,0835,Terra,MODIS,65,6.1NRT,304.59,35.53,D
52.15588,10.41862,319.78,2.55,1.54,2025-07-01,0835,Terra,MODIS,68,6.1NRT,304.9,38.88,D
52.15753,10.40808,317.74,2.87,1.62,2025-07-01,1011,Terra,MODIS,69,6.1NRT,304.35,40.92,D
49.96927,6.95314,315.86,2.34,1.48,2025-07-01,1011,Terra,MODIS,60,6.1NRT,300.95,22.92,D
51.47977,6.70916,322.58,2.04,1.39,2025-07-01,1011,Terra,MODIS,0,6.1NRT,304.71,27.11,D
52.15463,10.40104,316.96,2.87,1.62,2025-07-01,1011,Terra,MODIS,64,6.1NRT,304.08,37.38,D
49.47173,11.0377,318.79,3.75,1.81,2025-07-01,1223,Aqua,MODIS,25,6.1NRT,295.88,59.65,D
52.03331,12.89586,319.71,2.48,1.52,2025-07-01,1223,Aqua,MODIS,70,6.1NRT,305.95,36.04,D
52.15708,10.39942,320.39,1.11,1.05,2025-07-01,1945,Terra,MODIS,100,6.1NRT,298.92,19.64,N
51.48511,6.72908,312.09,1.57,1.24,2025-07-01,1945,Terra,MODIS,82,6.1NRT,299.48,13.52,D
51.39821,13.28657,307.88,1.01,1,2025-07-01,1945,Terra,MODIS,73,6.1NRT,293.95,7.55,N
51.38951,13.28989,304.34,1.01,1,2025-07-01,1945,Terra,MODIS,45,6.1NRT,293.28,5.08,N
52.15973,10.41496,311,1.11,1.05,2025-07-01,1945,Terra,MODIS,81,6.1NRT,298.26,10.28,N
